row_id,split,term_zh,explanation_zh,meaning_en,equivalent_en,distractor_literal_en,distractor_cultural_mismatch_en,distractor_pragmatic_neighbor_en,harmful_label,category_label
1575,train,老母猪戴胸罩,歇后语“一套又一套”，形容套路很多、很会设计圈套。,"It describes someone who keeps coming up with one trick or scheme after another, using many calculated routines or traps to manipulate a situation or outsmart others.",schemes on schemes,sow wearing a bra,farm underwear joke,layered clothing,non-harmful,Stylistic device
1576,train,令人窒息的操作,形容游戏或现实操作让人震惊，可褒可贬。,"A move so shocking it leaves people speechless, used for an action in a game or real life that stuns observers, whether because it is brilliantly unexpected or unbelievably bad.",jaw-dropping move,suffocating operation,hard-to-breathe move,strange gameplay,non-harmful,Experience
1577,train,乐山大佛你来坐,讽刺站在道德高地指责别人、站着说话不腰疼的人。,It sarcastically tells someone who is moralizing from a position of superiority to stop acting so righteous and judging others without understanding their situation.,get off your high horse,sit on the Leshan Buddha,moral police seat,Buddha chair for you,non-harmful,Stylistic device
1578,train,莲花渣男,指前一秒甜蜜、后一秒翻脸，还装得圣洁无辜的渣男。,"A fake-pure player who turns cold after acting sweet is a man who first behaves affectionately, then suddenly becomes hostile or dismissive while pretending to remain innocent, virtuous, and blameless.",fuckboy with a halo,lotus scumbag,fake saint,hot-and-cold guy,harmful,Stylistic device
1579,train,连夜走的买的站票,指被某事震惊或失望后连夜逃跑，常用于直播翻车语境。,"It means running away immediately after feeling shocked or disappointed, often joking that someone was so upset by a livestream failure or embarrassing reveal that they bought a standing ticket and fled overnight.",booked it out of there,standing ticket overnight,train escape,face-reveal panic,non-harmful,Stylistic device
1580,test,泪水打湿我的豆豆鞋,土味表达，表示自己哭了或被感动、伤到了。,"A deliberately tacky, rustic-sounding expression meaning that someone is crying, usually because they feel moved, hurt, or emotionally overwhelmed.",crying my eyes out,tears wet my bean shoes,cheap shoe tears,rustic crying line,non-harmful,Stylistic device
1581,train,聊天框战神,在聊天框里打满字却不敢发送，最后删掉或只回一句的怂包。,"A person who types out an aggressive or fearless reply in the chat box, but loses courage before sending it and either deletes everything or responds with something harmless.",chat draft warrior,Chat box god of war,Keyboard warrior,Coward texter,non-harmful,Stylistic device
1582,train,龙傲天,讽刺小说中无脑开挂、全靠主角光环的男版玛丽苏男主。,"An overpowered male wish-fulfillment protagonist with plot armor, usually mocked as a shallow fantasy hero who effortlessly wins through absurd advantages, cheats, or author favoritism rather than believable skill or character development.",Gary Stu,Dragon Proud Sky,Plot armor king,No-brain OP hero,non-harmful,Experience
1583,test,理解质疑成为,指从不理解、质疑，到最后自己也变成那样的真香过程。,"It describes the ironic progression of not understanding something, then questioning or doubting it, and eventually becoming exactly the thing you once doubted.",becoming what you once doubted,"understand, question, become",full circle moment,from hater to fan,non-harmful,Experience
1584,train,两箱油司机,买车后很少开，一年用不了两箱油的司机。,"A ""two tanks of gas driver"" refers to a car owner who uses their car so rarely that they might not even go through two full tanks of fuel in a year.",infrequent driver who barely uses the car,two boxes of oil driver,Sunday driver,hypermiler,non-harmful,Stylistic device
1585,train,楼外的蒹葭或者今晚的月亮,泛指学习之外仍然美好、有意义、值得关注的生活事物。,"The phrase refers to the beautiful, meaningful parts of life outside studying, reminding people that worthwhile things such as scenery, feelings, relationships, and quiet moments still deserve attention.",life beyond books,Reeds outside or tonight’s moon,Beautiful distractions,Simple pleasures,non-harmful,Quotation
1586,train,老师菜菜捞捞,大学生期末求老师高抬贵手、放自己一马的卖萌缩写梗。,"This phrase is a deliberately cutesy way for students, especially around finals, to beg a teacher to be lenient and let them pass despite poor performance.",please pass me,Teacher veggie veggie scoop scoop,Begging for grades,Final-week prayer,non-harmful,Abbreviation
1587,train,列文虎克,形容网友观察力极强，能发现非常细微的细节。,"It describes someone with microscopic attention to detail, especially an online observer who notices tiny clues or subtle details that most people would completely miss.",eagle-eyed,Leeuwenhoek,Newton's apple,nitpicker,non-harmful,Stylistic device
1588,train,蓝桉已遇释槐鸟,文艺表白句，表示“我的温柔只给你一个人”。,"A poetic romantic confession meaning that the speaker’s gentleness, affection, and softest feelings are reserved for one person alone, expressing exclusive tenderness in an artistic, literary way.",My tenderness is reserved for you alone,Blue eucalyptus has met the locust bird,May the Force be with you,I have a soft spot for you,non-harmful,Quotation
1589,test,老倒霉蛋了,形容某人特别倒霉，尤其在游戏中死得不明不白。,"Describes someone who is constantly unlucky, especially in games where they seem to die or fail for unclear, unfair, or absurdly unfortunate reasons.",bad luck magnet,Old unlucky egg,Born unlucky,Perpetual L-taker,non-harmful,Experience
1590,train,离泽宫男德班,《琉璃》中约束男弟子的设定，反向调侃“女德班”。,"It refers to a fictional class from a drama that teaches male disciples restrictive virtue rules, used as a reverse parody of classes that police women’s behavior and morality.","male virtue class, a reverse parody of female virtue classes",Leaving Marsh Palace boys' etiquette class,finishing school for ladies,male chastity school,non-harmful,Quotation
1591,train,力微饭否,嘲讽对方力气太小，是不是没吃饭。,"Used to mock someone for seeming physically weak or lacking strength, jokingly suggesting they are so powerless that they must not have eaten enough.",too weak—did you skip a meal?,"micro strength, rice or not",hangry,skill issue,harmful,Abbreviation
1592,train,龙王的狱友,指带有萝莉控倾向的角色或作品，讽刺其该坐牢。,"A meme implying someone’s taste is legally questionable, usually used to mock characters, works, or fans with an apparent attraction to underage-looking girls as if they deserve to be jailed.",straight to jail for lolicon vibes,The Dragon King’s cellmate,anime waifu alert,creepy taste,harmful,Stylistic device
1593,test,刘备文学,“皇叔”谐音“黄书”，指黄色读物或成人内容。,"This meme uses a pun on a title associated with Liu Bei to sound like “adult books,” so it refers humorously to erotic reading material, pornography, or other adult content.",porn,Liu Bei literature,Royal uncle books,Uncle Liu’s collection,non-harmful,Homophonic pun
1594,train,老子打烂你的洗澡盆,女神用洗澡当借口敷衍后，卑微追求者无能狂怒的梗。,"This meme expresses impotent rage from a humble pursuer after a crush brushes them off by claiming they need to take a shower, turning rejection into absurd, helpless anger.",impotent rage over a shower excuse,I’ll smash your bathtub,Netflix and chill,rejection meltdown,non-harmful,Experience
1595,train,绿箭,绿茶男版本，表面体贴，实则处处贬低女生男友来衬托自己。,A manipulative man who acts nice and considerate on the surface while subtly undermining a woman’s boyfriend or another man to make himself seem better by comparison.,a fake nice guy who subtly undermines her boyfriend,Green arrow,Cupid's arrow,pick-me guy,harmful,Experience
